label,handedness,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
HELLO,UNKNOWN,0.0,0.0,0.0,0.03067440539598465,-0.3424392342567444,-0.040834736078977585,0.10748708993196487,-0.5735310316085815,-0.09879051893949509,0.21606402099132538,-0.7816480994224548,-0.14700129628181458,0.27608197927474976,-0.9611340761184692,-0.18235987424850464,0.4162469804286957,-0.4782775044441223,-0.10904527455568314,0.558125913143158,-0.550464391708374,-0.10458619892597198,0.464601993560791,-0.5293332934379578,-0.08132905513048172,0.3734080493450165,-0.4912821352481842,-0.0676536038517952,0.4787905514240265,-0.25931432843208313,-0.09646869450807571,0.5551066398620605,-0.3645869791507721,-0.07213307917118073,0.46509894728660583,-0.3650360703468323,-0.048240989446640015,0.3890784680843353,-0.3318234980106354,-0.04866299033164978,0.48520568013191223,-0.06564683467149734,-0.0760033056139946,0.5349217057228088,-0.18886807560920715,-0.0483090803027153,0.4614456593990326,-0.19053904712200165,-0.01321924664080143,0.38553205132484436,-0.1572525054216385,-0.008940150961279869,0.475926011800766,0.09574830532073975,-0.056457147002220154,0.5061737895011902,-0.020441655069589615,-0.03306921571493149,0.4372088611125946,-0.027387991547584534,0.004645861219614744,0.3758062720298767,0.0016724695451557636,0.02592337876558304
HELLO,UNKNOWN,0.0,0.0,0.0,0.03245726600289345,-0.30866923928260803,-0.0015122713521122932,0.12305523455142975,-0.5875409841537476,-0.04105452820658684,0.2123573124408722,-0.7947852611541748,-0.0856379047036171,0.2354196459054947,-0.9718937873840332,-0.12028723955154419,0.34293344616889954,-0.5533374547958374,-0.06928163766860962,0.5820091962814331,-0.574686586856842,-0.10553417354822159,0.529492974281311,-0.5077927708625793,-0.11589997261762619,0.43807658553123474,-0.47781357169151306,-0.11660534888505936,0.3978893756866455,-0.3650698959827423,-0.09818936139345169,0.6254101991653442,-0.38185444474220276,-0.10694717615842819,0.5643520951271057,-0.3358710706233978,-0.09569032490253448,0.46668943762779236,-0.32471367716789246,-0.09095817804336548,0.4217979311943054,-0.16920752823352814,-0.12409529089927673,0.6141969561576843,-0.2051006704568863,-0.11638007313013077,0.5501989126205444,-0.15755599737167358,-0.0793582871556282,0.45591220259666443,-0.1437280923128128,-0.06427504122257233,0.4212414026260376,0.024676116183400154,-0.15079978108406067,0.5481756925582886,0.019840950146317482,-0.14326319098472595,0.4988802373409271,0.04479129984974861,-0.10734759271144867,0.42859819531440735,0.049135059118270874,-0.08205053210258484
HELLO,UNKNOWN,0.0,0.0,0.0,0.17367830872535706,-0.06403269618749619,0.024690847843885422,0.27656668424606323,-0.22095423936843872,0.0238209031522274,0.33974412083625793,-0.3519357740879059,0.007610520347952843,0.39376428723335266,-0.44262412190437317,-0.01198691688477993,0.3027399778366089,-0.4082888066768646,0.01799723133444786,0.43287819623947144,-0.5753419399261475,-0.02867138758301735,0.5361652374267578,-0.6734843850135803,-0.06880825757980347,0.6224420070648193,-0.7434098124504089,-0.09736407548189163,0.2830921411514282,-0.4158596396446228,-0.028171246871352196,0.42607060074806213,-0.5930814743041992,-0.07048302888870239,0.5365626215934753,-0.6924354434013367,-0.10883300006389618,0.637306272983551,-0.7706106901168823,-0.13609102368354797,0.2466798722743988,-0.3952603042125702,-0.07676655799150467,0.3755257725715637,-0.5557258725166321,-0.11593177169561386,0.4587697982788086,-0.6343085765838623,-0.13993626832962036,0.5291946530342102,-0.6920172572135925,-0.15736356377601624,0.19424521923065186,-0.34649455547332764,-0.12462655454874039,0.2578331530094147,-0.44607415795326233,-0.15604443848133087,0.30705344676971436,-0.504081130027771,-0.16605406999588013,0.3503897190093994,-0.5467855334281921,-0.17264993488788605
HELLO,UNKNOWN,0.0,0.0,0.0,0.1366700530052185,-0.04328928142786026,-0.010416815988719463,0.22052408754825592,-0.16980057954788208,-0.030834604054689407,0.2623548209667206,-0.2699298858642578,-0.05608724057674408,0.31318479776382446,-0.354442298412323,-0.0863412544131279,0.26740702986717224,-0.37836509943008423,-0.062082551419734955,0.3787976801395416,-0.5530230402946472,-0.11202477663755417,0.45668742060661316,-0.6610732674598694,-0.1442783772945404,0.5226799249649048,-0.7456334233283997,-0.16725701093673706,0.2253519892692566,-0.39468148350715637,-0.09673669189214706,0.31289175152778625,-0.6254489421844482,-0.14604997634887695,0.3759223222732544,-0.7837731838226318,-0.19005951285362244,0.426504909992218,-0.904485285282135,-0.22227706015110016,0.1634684056043625,-0.35553815960884094,-0.13044513761997223,0.20405568182468414,-0.5850623250007629,-0.18618306517601013,0.23029518127441406,-0.7503504157066345,-0.23059961199760437,0.25709009170532227,-0.874036967754364,-0.2637864947319031,0.09270668774843216,-0.2732849717140198,-0.16242484748363495,0.14197464287281036,-0.3504965305328369,-0.22165504097938538,0.20111079514026642,-0.3868420720100403,-0.2516019344329834,0.260086327791214,-0.41103988885879517,-0.2720812261104584
HELLO,UNKNOWN,0.0,0.0,0.0,-0.11618498712778091,-0.05536986142396927,-0.06249639764428139,-0.22115080058574677,-0.17056995630264282,-0.11375071108341217,-0.31168174743652344,-0.2595798075199127,-0.16070784628391266,-0.3943380117416382,-0.3336120843887329,-0.21017037332057953,-0.15844875574111938,-0.4745936691761017,-0.09236647188663483,-0.2274140566587448,-0.661267876625061,-0.16070516407489777,-0.28006550669670105,-0.7807844281196594,-0.21184450387954712,-0.3182564377784729,-0.8701844811439514,-0.24577483534812927,-0.06876606494188309,-0.49971631169319153,-0.11018846184015274,-0.12247176468372345,-0.723324179649353,-0.1713794618844986,-0.154044508934021,-0.8634939789772034,-0.21794140338897705,-0.17317071557044983,-0.9823151230812073,-0.24830135703086853,0.02942657470703125,-0.46207278966903687,-0.13562025129795074,0.016704929992556572,-0.7017202377319336,-0.20519669353961945,0.0012947067152708769,-0.8570219874382019,-0.2503589987754822,-0.010725718922913074,-0.9999424815177917,-0.2780338227748871,0.1299424022436142,-0.3761509656906128,-0.16368171572685242,0.1817895770072937,-0.558485746383667,-0.22884373366832733,0.20888428390026093,-0.6898820996284485,-0.2573217451572418,0.22823098301887512,-0.8200817108154297,-0.27288344502449036
HELLO,UNKNOWN,0.0,0.0,0.0,-0.13338595628738403,-0.0826815664768219,-0.03941977024078369,-0.22865401208400726,-0.22840198874473572,-0.06564036011695862,-0.29413408041000366,-0.35134071111679077,-0.09066157788038254,-0.3665079176425934,-0.4208664000034332,-0.11709143966436386,-0.16431169211864471,-0.49290406703948975,-0.038072556257247925,-0.21914850175380707,-0.6682272553443909,-0.08076514303684235,-0.2568792998790741,-0.7810389995574951,-0.11961280554533005,-0.2866181433200836,-0.88196861743927,-0.1490171253681183,-0.07919403910636902,-0.521010160446167,-0.05750632658600807,-0.11749903112649918,-0.7258156538009644,-0.09716102480888367,-0.1440424770116806,-0.8641539812088013,-0.1382175087928772,-0.16915011405944824,-0.9855902194976807,-0.16758564114570618,0.008363119326531887,-0.4919550120830536,-0.08287754654884338,0.021099340170621872,-0.6994559168815613,-0.1321258395910263,0.02303488738834858,-0.8367131352424622,-0.17292802035808563,0.016704136505723,-0.9579724669456482,-0.2004554718732834,0.09348507225513458,-0.41343531012535095,-0.11003745347261429,0.1469513177871704,-0.5689108371734619,-0.15811409056186676,0.1747705489397049,-0.6808919310569763,-0.18076646327972412,0.19135165214538574,-0.7888031005859375,-0.1943570226430893
HELLO,UNKNOWN,0.0,0.0,0.0,-0.1343458592891693,-0.0824718102812767,-0.030932728201150894,-0.2326214760541916,-0.2295776903629303,-0.049266234040260315,-0.2972151041030884,-0.3477785587310791,-0.0685437023639679,-0.36750948429107666,-0.41736626625061035,-0.08964873105287552,-0.15236115455627441,-0.4926563501358032,-0.01969870924949646,-0.20647574961185455,-0.6658880114555359,-0.05523639917373657,-0.24332424998283386,-0.772111713886261,-0.0899578109383583,-0.2742547392845154,-0.8686378598213196,-0.11777211725711823,-0.07241302728652954,-0.5204890370368958,-0.041453197598457336,-0.10700748860836029,-0.7324780821800232,-0.07464050501585007,-0.13635461032390594,-0.8690717220306396,-0.11228199303150177,-0.16566340625286102,-0.9861823320388794,-0.14097952842712402,0.00758186262100935,-0.49526166915893555,-0.06957121938467026,0.02648022398352623,-0.7021067142486572,-0.11476485431194305,0.025279518216848373,-0.839915931224823,-0.15273553133010864,0.016102558001875877,-0.9634960889816284,-0.1791202425956726,0.08487053960561752,-0.4285997748374939,-0.09959541261196136,0.13736741244792938,-0.5849215984344482,-0.14474615454673767,0.1660909503698349,-0.6939687728881836,-0.16652676463127136,0.18446345627307892,-0.7987551689147949,-0.18081076443195343
HELLO,UNKNOWN,0.0,0.0,0.0,-0.13199108839035034,-0.07685007154941559,-0.0346812978386879,-0.2347278892993927,-0.22340960800647736,-0.05252297595143318,-0.29586219787597656,-0.3468395471572876,-0.07057919353246689,-0.36535924673080444,-0.42501839995384216,-0.08915765583515167,-0.1581931710243225,-0.4931128919124603,-0.014705277979373932,-0.21879921853542328,-0.6648440957069397,-0.04589497298002243,-0.25582554936408997,-0.768551230430603,-0.07698008418083191,-0.28373953700065613,-0.8661741018295288,-0.10326298326253891,-0.07746896147727966,-0.525761604309082,-0.033988192677497864,-0.11652050912380219,-0.7372261881828308,-0.06256252527236938,-0.14603565633296967,-0.869497537612915,-0.09619414061307907,-0.17384235560894012,-0.9847735166549683,-0.12322556227445602,0.0028765287715941668,-0.5047909021377563,-0.06093766912817955,0.018018430098891258,-0.7124170064926147,-0.10257703810930252,0.0199885293841362,-0.847471296787262,-0.13755793869495392,0.016008540987968445,-0.9691644906997681,-0.16296923160552979,0.08047521114349365,-0.4411340355873108,-0.09071989357471466,0.1316675841808319,-0.5975560545921326,-0.13193002343177795,0.16268427670001984,-0.7076459527015686,-0.1530783325433731,0.18417195975780487,-0.8162717819213867,-0.16852790117263794
HELLO,UNKNOWN,0.0,0.0,0.0,-0.13706305623054504,-0.08935514092445374,-0.022309403866529465,-0.23756390810012817,-0.24664871394634247,-0.032129377126693726,-0.30048811435699463,-0.36676838994026184,-0.04583724960684776,-0.3710898160934448,-0.42884859442710876,-0.06153116747736931,-0.1551787108182907,-0.5058526992797852,0.003991062752902508,-0.20485258102416992,-0.6774434447288513,-0.023703359067440033,-0.23658455908298492,-0.7820306420326233,-0.054529499262571335,-0.26249808073043823,-0.8767800331115723,-0.08072690665721893,-0.07600560039281845,-0.5347403287887573,-0.020806383341550827,-0.10886970907449722,-0.7423502802848816,-0.047745365649461746,-0.1351834535598755,-0.8731014728546143,-0.08408933132886887,-0.16333967447280884,-0.986569881439209,-0.11270516365766525,0.0035395068116486073,-0.5143700838088989,-0.052593015134334564,0.02417779713869095,-0.7185212969779968,-0.09283468127250671,0.02747749537229538,-0.8514716625213623,-0.1297592669725418,0.021600428968667984,-0.9719336032867432,-0.1564009040594101,0.07900756597518921,-0.4517208933830261,-0.08634942770004272,0.13533207774162292,-0.6020696759223938,-0.12464065104722977,0.1689305156469345,-0.7046893239021301,-0.1438882201910019,0.19181285798549652,-0.8044707775115967,-0.15829433500766754
HELLO,UNKNOWN,0.0,0.0,0.0,-0.13260403275489807,-0.0812009796500206,-0.028846541419625282,-0.23192359507083893,-0.2403203845024109,-0.041586171835660934,-0.2907547354698181,-0.3687233626842499,-0.05576696619391441,-0.36146000027656555,-0.4389915466308594,-0.07251569628715515,-0.14303185045719147,-0.5022742748260498,-0.012838458642363548,-0.19584521651268005,-0.671877384185791,-0.043787695467472076,-0.22971242666244507,-0.7754160165786743,-0.07551775127649307,-0.25792017579078674,-0.8739285469055176,-0.10283320397138596,-0.06149555742740631,-0.5314386487007141,-0.03497164696455002,-0.09099157154560089,-0.7415957450866699,-0.06474451720714569,-0.11735321581363678,-0.8734086751937866,-0.10120049118995667,-0.14746621251106262,-0.9890671372413635,-0.13047538697719574,0.017524970695376396,-0.5060665011405945,-0.06366685777902603,0.04117582365870476,-0.7086753249168396,-0.10629518330097198,0.04373671114444733,-0.8447322249412537,-0.1439058482646942,0.03522999957203865,-0.9698216319084167,-0.17150463163852692,0.09013326466083527,-0.4392630457878113,-0.09448814392089844,0.14623261988162994,-0.5898611545562744,-0.13637210428714752,0.1794486790895462,-0.6961837410926819,-0.15817855298519135,0.20095621049404144,-0.8004854917526245,-0.17462413012981415
HELLO,UNKNOWN,0.0,0.0,0.0,-0.12801654636859894,-0.08704173564910889,-0.03211771324276924,-0.22470428049564362,-0.2409326434135437,-0.04812420904636383,-0.2838076949119568,-0.36551693081855774,-0.06589532643556595,-0.3523665964603424,-0.4347616732120514,-0.08484864979982376,-0.14641636610031128,-0.5061615109443665,-0.008202258497476578,-0.19315752387046814,-0.6832271218299866,-0.03905898705124855,-0.2247680127620697,-0.7899474501609802,-0.0708763599395752,-0.24980880320072174,-0.8868786692619324,-0.0974038690328598,-0.06641369313001633,-0.5349028706550598,-0.02817806415259838,-0.0893675833940506,-0.7429147362709045,-0.05654206871986389,-0.11281128972768784,-0.8754597902297974,-0.09216758608818054,-0.13712593913078308,-0.990553617477417,-0.1209554523229599,0.010690217837691307,-0.514330267906189,-0.05570065975189209,0.03505998104810715,-0.7191596627235413,-0.09454325586557388,0.04216035082936287,-0.8514919877052307,-0.13015079498291016,0.04055618867278099,-0.9676297903060913,-0.15696744620800018,0.08198894560337067,-0.45023494958877563,-0.08638069033622742,0.14423948526382446,-0.5957342386245728,-0.12354089319705963,0.18024314939975739,-0.7002823948860168,-0.14425554871559143,0.2070913165807724,-0.7985157370567322,-0.160255566239357
HELLO,UNKNOWN,0.0,0.0,0.0,-0.13268379867076874,-0.08223062753677368,-0.029640132561326027,-0.23616115748882294,-0.22648365795612335,-0.04686368256807327,-0.2949117422103882,-0.3460853397846222,-0.06651785224676132,-0.3610563576221466,-0.4205957055091858,-0.08706408739089966,-0.16863712668418884,-0.49149537086486816,-0.00744923111051321,-0.23290930688381195,-0.6593024730682373,-0.042378537356853485,-0.2762637138366699,-0.7625477910041809,-0.07783663272857666,-0.30884885787963867,-0.8551812171936035,-0.10622186958789825,-0.09520376473665237,-0.5300571918487549,-0.029138656333088875,-0.14614270627498627,-0.7341815233230591,-0.06151946261525154,-0.18228670954704285,-0.8646817207336426,-0.09953685104846954,-0.2140316367149353,-0.9768266677856445,-0.1297130584716797,-0.0186165738850832,-0.5183783769607544,-0.05812966823577881,-0.010305858217179775,-0.7260566353797913,-0.09951332211494446,-0.010206454433500767,-0.8556702733039856,-0.13588297367095947,-0.017422348260879517,-0.9670913815498352,-0.16255074739456177,0.057168226689100266,-0.46305331587791443,-0.08999643474817276,0.10009545087814331,-0.6193272471427917,-0.128069207072258,0.12535372376441956,-0.7276467680931091,-0.14850293099880219,0.14173510670661926,-0.8279327750205994,-0.16407878696918488
